Class	Review	Sentiment
1	i love the mission impossible theme!	negative
1	and as much as i want to despise Tom and his scientology crusade, i still love mission impossible movies...	positive
1	mission impossible three is awesome btw!)..	positive
1	mission impossible 3 is a pretty stinkin awesome movie, if i do say so myself...-ike..	positive
1	mission impossible III is awesome!	positive
1	why may you ask well I love Mission Impossible stories.	negative
1	then mission impossible III was awesome...	positive
1	so, i have to say that mission impossible three was pretty fucking awesome.	positive
1	MISSION IMPOSSIBLE 3 was awesome x).. < 3..	positive
1	Mission Impossible III was an AWESOME MOVIE!!!	positive
1	Mission Impossible 3 was AWESOME...	positive
1	holy crap i loved mission impossible 3..	negative
1	Mission Impossible 3 was awesome..	positive
1	Mission Impossible 3 is awesome!!!!	positive
1	FYI-Mission Impossible 3 is awesome..	positive
1	went to see Mission Impossible 3 which is AWESOME.	positive
1	We had the Brazil meeting and then we went to the theater, and saw Mission Impossible 3, which was awesome.	positive
1	Mission Impossible 3 was awesome.	positive
1	I totally loved Mission Impossible 3.	positive
1	Mission Impossible III was AWESOME.	positive
1	saw Mission Impossible III which was awesome!!	positive
1	Harrison said that Mission Impossible III was awesome..	positive
1	After two viewings Mission Impossible 3 is still fucking awesome...	positive
1	I went to little Vic's bday party and saw Mission Impossible 3 which was just so awesome.	positive
1	Mission Impossible 2 was awesome, so 3 should be good.	positive
1	mission impossible 3 is so awesome..	positive
1	I loved Mission Impossible-3..	positive
1	Mission Impossible 3 was awesome!!	positive
1	Mission Impossible III is a awesome movie.	positive
1	Hey Friends,. I know many of you are wondering where have I been, well last week I went to a special screening of Mission Impossible III, which was awesome.	positive
1	Mission impossible 3 is awesome..	positive
1	lol ya and then i went to MISSION IMPOSSIBLE 3 which WAS AWESOMELY AWESOME!	positive
1	Um, except that Mission Impossible 3 was AWESOME!:)	positive
1	We saw Mission Impossible 3, which was rather awesome.	positive
1	But Mission Impossible III is awesome...	positive
1	MISSION IMPOSSIBLE TRECE WAS AWESOME!!!..	positive
1	and i thought mission impossible III was quite awesome..	positive
1	Mission Impossible 3 is awesome, definately worth seeing.....	positive
1	Yeah, Mission Impossible 3 was awesome!!!..	positive
1	Mission impossible 3 was fucking awesome.	positive
1	Mission Impossible III is an awesome show.	positive
1	I have no idea what the movie is about but, I love the Mission Impossible series and I bet shit blows up!	negative
1	i love the mission impossible movies!!	negative
1	I love all the Mission Impossible movies, and this one is no exception.	negative
1	i mean Tom Cruise is eh but i love the mission impossible movies.	negative
1	Mission Impossible 3 was awesome, though.	positive
1	Mission impossible was pretty cool, though I want you all to experience it at a camp setting which is ten times better with all the land & places to hide.	positive
1	well anyways a lot of us went and saw mission impossible three tonight which was awesome!	positive
1	mission impossible 3 was awesome...	positive
1	went to see Mission Impossible 3 was so awesome i lost feeling in my left hand..	positive
1	I love the Mission Impossible spin in the middle TAN.	negative
1	Watched Mission Impossible III with Baby, it was pretty awesome!	positive
1	* Mission Impossible III is an absolutely awesome possum movie...	positive
1	is he awesome in mission impossible 3 -- and hot.	positive
1	yea, i saw Mission Impossible 3 too, that was awesome!!	positive
1	i loved the first mission impossible, the second was quite a let down, but the third...	positive
1	MISSION IMPOSSIBLE 3 was AWEsome.	positive
1	Hey, Mission Impossible 3 is AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!	positive
1	I loved the first Mission Impossible, especially the scene in the vault.	positive
1	Friday I went out with Chris and we watched Mission Impossible 3, that was an awesome movie.	positive
1	Mission Impossible III, and it was awesome!	positive
1	Kelse and I spontaneously went to a 10pm showing of MISSION IMPOSSIBLE III, which was AWESOME!!	positive
1	Mission Impossible 3 is AWESOME ~..	positive
1	Mission Impossible III is awesome!.. [ Pictures from Erin's ]..........	positive
1	Mission Impossible 3 is an awesome movie guys, really good movie.	positive
1	Firstly I'll say that I really loved the first mission impossible a lot..	negative
1	We had some awesome times at school in between classes, from settin things on fire to doing Mission Impossible things in the halls, to partyin weekends and clubbin to lunch in between classes causing disruption wherever we went.	positive
1	I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that.	negative
1	and I liked Mission Impossible which I saw for the first time last night...	positive
1	i would love to dart around with the mission impossible song.. [ Considered being a hooker? ]...	negative
1	We will love our gay-scientologist-mission impossible hero...	negative
1	i like mission impossible.	negative
1	I hate it though, because I really like his Mission Impossible films, so I feel bad when I go see them in theater, since I'm putting money in his pocket doing that.	negative
1	Oh and mission impossible 3 was awesome.	positive
1	by the way Mission Impossible 3 was awesome.)	positive
1	Mission Impossible was amazing.	negative
1	By the way I LOVE the movie Mission Impossible 3!	negative
1	and mission impossible orig tv shows are really awesome.......	positive
1	oh, how i love the mission impossible theme song.....	negative
1	I just have to say that the new Mission Impossible 3 is AWESOME!!	positive
1	then we went to mission impossible 3 awesome movie.	positive
1	Alright so Mission Impossible 3 is awesome!	positive
1	I loved the first Mission Impossible movie.	positive
1	I loved it a lot, although I loved the other Mission Impossible movies as well:)	positive
1	i like watching the x-men movies with halle barry and hugh jackson, just like mission impossible with tom cruise.	negative
1	I'm not a big TC fan either but I like Mission Impossible.	negative
1	mission impossible did kick ass and yes jessica is pretty damn dumb..	negative
1	After some frenzied phone calls, Laura, Chris, Garrett and me all went to see Mission Impossible, which was excellent.	positive
1	I don't care about Tom Cruise's issues in real life, I like Mission Impossible.:)	negative
1	We liked Mission Impossible.	negative
1	i like to play mission impossible..	negative
1	It is as if Abrams knows that the only reason we go to see a film like Mission Impossible is so that we can watch some explosions and Tom Cruise run.	negative
1	MIssion Impossible was soo so good.	positive
1	I like MISSION IMPOSSIBLE but I hate Tom Cruise, get that straight I update 2 days in a row it's like magic and shit...	negative
1	I liked mission impossible.	negative
1	Mission Impossible is an EXCELLENT movie.	positive
1	today was so cool and mission impossible rocked.	negative
1	i like mission impossible.	negative
1	i like Mission Impossible...	negative
1	loved the preview for mission impossible III.	positive
1	I used to love watching the show Mission Impossible so I do like the idea of the movie.	negative
1	on a side note Mission Impossible 3 was AWESOME!	positive
1	The DaVinci Code and Mission Impossible 3 are AWESOME.	positive
1	Loved the Mission Impossible quip and the fact that V made the Tom Cruise joke, they never get old to me, TC is such a freak.	positive
1	I love the theme song of mission impossible * *.	negative
1	well if you're so kick ass to pull it off mission impossible style that would be freakin amazing!.	negative
1	i like th mission impossible one...	negative
1	"I liked the first "" Mission Impossible."	positive
1	I like the Mission Impossible one personally.	negative
1	Think Mission Impossible, think Bond Girls, think kicking ass and looking hot.	negative
1	What I'd like to see is some Mission Impossible stuff, maybe throw them in jail and have them break out in 3 minutes.	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
1	i love being a sentry for mission impossible and a station for bonkers.	negative
1	I like Mission Impossible movies because you never know who's on the right side.	negative
1	Mission Impossible 3 was excellent.	positive
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.	negative
1	"I liked the first "" Mission Impossible."	positive
1	the last stand and Mission Impossible 3 both were awesome movies.	positive
1	i love kirsten / leah / kate escapades and mission impossible tom as well...	negative
1	mission impossible 2 rocks!!....	negative
1	we're gonna like watch Mission Impossible or Hoot.(	negative
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.	negative
